,client_id,client_birth_number,client_district_id,client_age,client_gender
213,227,1926-12-18,52,96,1
214,228,1956-03-16,48,66,1
215,229,1969-07-22,76,53,0
216,230,1967-03-10,74,55,1
217,231,1941-02-18,41,81,0
218,232,1921-06-17,55,101,1
219,233,1958-12-03,69,64,1
220,234,1955-06-21,69,67,0
221,235,1943-08-28,44,79,1
222,236,1961-09-01,70,61,0
223,237,1969-02-22,70,53,1
224,238,1961-11-28,6,61,1
225,239,1974-09-10,1,48,1
226,240,1929-06-17,34,93,1
227,241,1959-01-23,70,63,0
228,242,1961-08-01,17,61,1
229,243,1954-02-10,63,68,0
230,246,1970-12-28,67,51,1
231,247,1957-05-08,1,65,0
232,248,1969-12-12,61,52,1
233,249,1970-05-05,61,52,0
234,250,1979-11-25,8,43,1
235,251,1976-03-03,54,46,1
236,252,1969-09-01,37,53,1
237,253,1947-05-12,48,75,1
238,254,1963-05-30,28,59,0
239,255,1951-10-11,27,71,1
240,256,1963-02-27,73,59,1
241,257,1942-11-04,22,80,1
242,258,1937-05-31,22,85,0
243,259,1966-06-08,31,56,0
244,260,1962-02-24,31,60,1
245,261,1937-12-07,38,85,1
246,262,1945-11-25,77,77,0
247,263,1962-05-20,68,60,0
248,264,1978-08-22,28,44,0
249,265,1933-01-07,72,89,1
250,266,1967-08-28,19,55,1
251,267,1967-06-12,37,55,0
252,268,1982-05-02,39,40,1
253,269,1923-12-03,15,99,1
254,270,1947-03-08,46,75,0
255,271,1945-07-27,46,77,1
256,272,1944-10-25,70,78,1
257,273,1972-05-15,27,50,1
258,274,1970-11-25,17,52,1
259,275,1918-11-12,1,104,1
260,276,1957-06-11,1,65,0
261,277,1961-11-28,1,61,1
262,278,1972-12-27,22,49,1
263,279,1970-05-16,22,52,0
264,280,1969-12-18,45,52,1
265,282,1938-02-24,73,84,1
266,283,1933-11-04,73,89,0
267,284,1974-08-06,10,48,0
268,285,1954-06-03,72,68,0
269,286,1952-04-18,72,70,1
270,287,1980-09-09,50,42,0
271,288,1962-04-21,6,60,0
272,289,1958-03-27,54,64,0
273,290,1959-01-12,72,63,0
274,291,1955-04-27,72,67,1
275,292,1958-09-06,15,64,1
276,293,1943-09-27,69,79,0
277,294,1968-03-21,58,54,0
278,295,1939-03-27,12,83,0
279,296,1974-03-01,65,48,0
280,297,1924-03-15,65,98,1
281,298,1921-06-13,65,101,0
282,300,1957-07-30,1,65,1
283,301,1942-01-10,28,80,0
284,302,1971-02-23,56,51,0
285,303,1946-05-06,74,76,0
286,304,1934-03-11,19,88,1
287,305,1938-06-08,46,84,0
288,308,1976-06-12,68,46,1
289,309,1969-12-14,37,52,1
290,310,1950-04-16,11,72,0
291,311,1930-09-16,64,92,1
292,312,1924-07-03,2,98,0
293,313,1942-05-11,24,80,1
294,314,1945-03-22,24,77,0
295,315,1967-05-01,54,55,0
296,316,1955-04-28,75,67,0
297,317,1957-10-06,64,65,1
298,318,1943-04-02,15,79,1
299,319,1929-04-04,19,93,1
300,320,1934-11-12,19,88,0
301,321,1943-10-24,47,79,1
302,322,1933-02-01,38,89,0
303,323,1938-04-04,38,84,1
304,324,1960-12-03,3,62,0
305,325,1960-02-21,3,62,0
306,326,1967-09-18,27,55,1
307,327,1968-10-13,27,54,0
308,328,1918-01-24,1,104,1
309,329,1964-12-03,11,58,0
310,330,1944-08-05,65,78,1
311,331,1942-03-02,1,80,0
312,332,1978-07-25,29,44,0
313,333,1971-10-19,38,51,0
314,334,1969-10-31,32,53,0
315,335,1967-07-22,73,55,1
316,336,1964-02-11,39,58,1
317,337,1957-05-08,39,65,0
318,338,1951-06-19,8,71,1
319,339,1966-07-30,1,56,0
320,340,1970-08-19,1,52,1
321,341,1977-03-16,69,45,0
322,342,1972-06-30,69,50,1
323,343,1919-11-19,44,103,0
324,344,1963-07-16,54,59,1
325,345,1953-12-07,17,69,0
326,346,1960-11-02,17,62,1
327,347,1959-12-13,71,63,0
328,348,1953-01-24,71,69,1
329,349,1927-05-27,39,95,1
330,350,1925-04-02,25,97,1
331,351,1973-05-01,1,49,0
332,352,1940-08-27,56,82,0
333,353,1965-10-26,7,57,0
334,354,1922-04-27,49,100,1
335,355,1930-05-31,49,92,0
336,356,1979-12-07,1,43,1
337,357,1979-03-30,1,43,0
338,358,1959-06-26,7,63,1
339,359,1970-02-16,66,52,0
340,360,1943-04-27,49,79,0
341,361,1977-05-25,74,45,1
342,362,1950-04-27,35,72,1
343,363,1942-07-01,35,80,0
344,364,1942-12-05,54,80,1
345,365,1930-01-09,1,92,0
346,366,1936-11-10,1,86,1
347,367,1963-09-03,60,59,1
348,368,1968-10-14,60,54,0
349,369,1930-11-06,7,92,1
350,370,1956-01-05,71,66,1
351,371,1942-07-16,4,80,0
352,372,1932-04-03,34,90,0
353,373,1936-02-28,16,86,0
354,374,1967-06-14,26,55,0
355,375,1969-09-29,61,53,1
356,376,1973-01-08,14,49,1
357,378,1978-05-15,50,44,0
358,379,1983-10-13,50,39,1
359,380,1973-01-19,41,49,0
360,381,1977-01-26,73,45,1
361,382,1978-06-30,73,44,0
362,383,1939-05-17,15,83,1
363,384,1935-10-08,15,87,0
364,385,1948-03-24,45,74,0
365,386,1980-08-21,62,42,0
366,387,1927-06-06,76,95,0
367,388,1950-10-30,36,72,1
368,389,1974-06-30,47,48,1
369,390,1977-01-27,47,45,1
370,391,1933-05-22,47,89,1
371,392,1950-04-01,74,72,1
372,393,1956-08-31,74,66,0
373,394,1924-05-18,52,98,1
374,395,1919-07-05,52,103,0
375,396,1920-05-02,1,102,0
376,397,1930-03-27,75,92,0
377,398,1925-03-26,61,97,1
378,399,1952-04-14,45,70,0
379,400,1933-12-27,1,88,0
380,401,1928-11-19,1,94,1
381,402,1943-12-25,3,78,0
382,403,1973-05-26,42,49,1
383,404,1967-04-20,42,55,0
384,405,1934-10-19,65,88,1
385,406,1977-05-15,36,45,0
386,407,1975-05-27,73,47,1
387,408,1978-02-22,35,44,1
388,409,1925-06-18,74,97,0
389,410,1962-12-20,62,59,0
390,411,1941-04-14,17,81,1
391,412,1944-04-17,17,78,0
392,413,1972-11-18,49,50,1
393,414,1947-10-19,46,75,1
394,415,1945-04-01,46,77,0
395,416,1932-10-07,1,90,1
396,417,1930-06-10,1,92,0
397,418,1966-10-13,28,56,0
398,419,1970-10-07,64,52,1
399,420,1978-03-13,18,44,0
400,421,1965-07-31,54,57,0
401,422,1946-12-07,69,76,0
402,423,1957-06-23,37,65,0
403,424,1947-10-08,1,75,0
404,425,1948-02-12,25,74,0
405,426,1937-06-01,72,85,0
406,427,1941-09-14,72,81,1
407,428,1919-11-16,47,103,1
408,429,1981-01-20,50,41,1
409,430,1920-07-28,39,102,0
410,431,1927-10-01,24,95,1
411,432,1952-03-26,59,70,1
412,433,1955-02-07,62,67,0
413,434,1943-01-30,70,79,1
414,435,1967-10-23,20,55,0
415,436,1955-06-15,2,67,0
416,437,1920-01-17,11,102,1
417,438,1938-09-28,32,84,0
418,439,1968-09-12,51,54,1
419,440,1970-07-07,15,52,1
420,441,1959-09-14,1,63,0
421,442,1971-12-16,1,50,1
422,443,1971-12-20,1,50,0
423,444,1960-08-01,74,62,1
424,445,1947-04-27,1,75,1
425,446,1952-03-19,1,70,0
426,447,1946-09-04,23,76,0
427,448,1970-08-15,77,52,1
428,450,1953-11-27,25,69,0
429,451,1979-04-14,12,43,0
430,452,1953-10-22,55,69,1
431,453,1969-07-16,67,53,0
432,454,1949-06-15,38,73,1
433,455,1920-07-26,68,102,0
434,456,1940-02-28,25,82,0
435,457,1950-09-26,70,72,0
436,458,1961-07-24,68,61,0
437,459,1967-07-23,32,55,1
438,461,1970-08-13,68,52,1
439,462,1970-12-21,14,51,0
440,463,1944-04-05,38,78,0
441,464,1959-07-30,24,63,1
442,465,1952-09-01,5,70,0
443,466,1947-11-19,1,75,1
444,467,1950-04-17,1,72,0
445,468,1959-04-27,72,63,0
446,469,1970-10-13,59,52,1
447,470,1954-04-21,30,68,1
448,471,1977-01-11,44,45,0
449,472,1981-12-27,36,40,0
450,473,1939-09-25,1,83,1
451,474,1949-05-31,46,73,0
452,476,1947-06-01,1,75,1
453,477,1954-07-20,1,68,0
454,478,1978-06-21,21,44,0
455,479,1947-08-20,11,75,0
456,480,1946-01-24,11,76,1
457,481,1927-01-22,69,95,0
458,482,1934-01-22,69,88,1
459,483,1944-06-19,1,78,0
460,484,1959-09-13,28,63,1
461,485,1978-05-16,32,44,0
462,486,1944-04-12,68,78,0
463,487,1922-04-01,1,100,1
464,488,1917-08-02,1,105,0
465,489,1940-10-07,41,82,0
466,490,1950-10-23,55,72,0
467,491,1966-08-05,63,56,0
468,492,1935-10-26,72,87,0
469,493,1942-06-04,41,80,1
470,494,1980-05-19,1,42,0
471,495,1937-04-07,49,85,1
472,496,1951-05-21,70,71,1
473,497,1953-02-02,74,69,0
474,498,1948-01-15,74,74,1
475,499,1935-07-08,18,87,1
476,500,1971-01-06,1,51,0
477,501,1937-10-28,62,85,0
478,502,1919-12-08,6,103,0
479,503,1959-07-24,73,63,0
480,504,1979-08-01,36,43,0
481,505,1977-12-21,13,44,0
482,506,1946-08-16,75,76,0
483,507,1954-11-16,75,68,0
484,508,1971-04-28,53,51,0
485,509,1980-05-02,73,42,0
486,510,1976-04-15,12,46,0
487,511,1959-02-18,9,63,0
488,512,1965-08-03,60,57,1
489,513,1974-01-11,8,48,1
490,514,1968-11-15,8,54,0
491,515,1932-05-26,1,90,0
492,516,1930-04-27,1,92,1
493,517,1965-07-25,63,57,0
494,518,1979-04-28,54,43,1
495,519,1980-04-13,18,42,0
496,520,1947-09-27,46,75,1
497,521,1975-12-25,69,46,0
498,522,1956-03-04,1,66,1
499,523,1922-12-17,38,100,0
500,524,1963-01-02,30,59,1
501,525,1969-08-14,30,53,0
502,526,1964-02-01,43,58,0
503,527,1966-08-18,43,56,1
504,528,1977-02-11,37,45,0
505,529,1978-11-05,69,44,0
506,530,1957-09-27,29,65,1
507,531,1976-10-04,27,46,0
508,532,1980-09-03,27,42,1
509,533,1941-05-19,54,81,1
510,534,1957-07-22,74,65,0
511,535,1937-09-09,26,85,0
512,536,1939-08-25,47,83,0
513,537,1935-01-16,1,87,0
514,538,1948-05-10,5,74,1
515,540,1921-07-28,19,101,0
516,541,1927-03-09,19,95,1
517,542,1921-02-09,59,101,1
518,543,1958-04-15,11,64,1
519,544,1948-11-16,63,74,0
520,545,1973-10-11,75,49,1
521,546,1953-08-25,7,69,0
522,547,1949-03-31,54,73,0
523,548,1937-12-04,49,85,0
524,550,1961-11-30,7,61,0
525,551,1976-07-05,47,46,1
526,552,1934-05-08,1,88,1
527,553,1941-04-07,1,81,0
528,554,1925-04-19,30,97,1
529,555,1926-10-21,30,96,0
530,556,1946-07-08,29,76,0
531,557,1939-07-17,51,83,0
532,558,1920-07-05,43,102,1
533,559,1972-09-05,32,50,1
534,560,1967-12-16,71,54,1
535,561,1962-11-10,74,60,1
536,562,1975-09-22,49,47,1
537,563,1961-09-09,72,61,1
538,564,1955-01-24,72,67,0
539,565,1959-07-03,64,63,1
540,566,1946-03-05,47,76,1
541,567,1950-05-02,47,72,0
542,568,1960-07-19,8,62,1
543,569,1962-06-15,73,60,0
544,570,1941-01-31,61,81,1
545,571,1924-09-27,3,98,0
546,572,1920-08-04,3,102,1
547,573,1967-08-10,69,55,0
548,574,1972-12-25,1,49,0
549,575,1970-04-04,58,52,0
550,576,1974-05-12,58,48,1
551,577,1963-12-05,1,59,1
552,578,1977-07-07,23,45,1
553,579,1933-05-31,72,89,1
554,581,1949-02-04,70,73,1
555,582,1950-09-26,1,72,0
556,583,1965-01-01,75,57,1
557,584,1976-05-13,33,46,1
558,585,1942-02-21,40,80,1
559,586,1947-11-03,40,75,0
560,587,1945-07-08,25,77,1
561,588,1960-10-20,61,62,1
562,589,1961-09-17,45,61,0
563,590,1949-02-15,44,73,0
564,591,1974-10-29,65,48,1
565,592,1965-07-18,26,57,0
566,593,1954-07-10,60,68,1
567,596,1948-10-24,69,74,0
568,597,1943-02-22,55,79,0
569,598,1970-12-31,1,51,0
570,599,1977-05-18,1,45,1
571,601,1966-03-12,56,56,0
572,602,1965-01-16,56,57,1
573,603,1966-03-09,13,56,1
574,604,1965-07-31,1,57,1
575,605,1970-08-27,1,52,1
576,606,1949-01-25,10,73,1
577,607,1964-03-30,64,58,0
578,608,1972-08-31,67,50,0
579,609,1962-09-02,52,60,0
580,610,1979-08-10,74,43,1
581,611,1952-10-13,36,70,0
582,612,1960-11-10,36,62,1
583,613,1977-08-10,1,45,1
584,614,1947-02-03,14,75,1
585,615,1949-09-13,68,73,1
586,616,1975-01-01,58,47,0
587,617,1974-03-14,70,48,0
588,618,1932-03-16,57,90,1
589,619,1920-09-07,6,102,0
590,620,1918-02-13,6,104,1
591,621,1939-03-17,54,83,0
592,622,1931-11-23,74,91,1
593,623,1925-09-04,24,97,0
594,624,1932-07-26,24,90,1
595,625,1978-11-24,60,44,1
596,626,1980-04-13,9,42,0
597,627,1972-04-11,17,50,0
598,628,1970-05-27,17,52,1
599,629,1976-03-10,16,46,0
600,630,1952-03-03,61,70,0
601,631,1956-03-22,70,66,1
602,632,1946-03-16,67,76,0
603,633,1938-06-12,67,84,1
604,635,1927-06-29,17,95,1
605,636,1935-02-17,17,87,0
606,637,1970-12-15,39,51,1
607,638,1961-02-03,54,61,1
608,639,1978-08-02,31,44,0
609,640,1979-04-15,26,43,0
610,641,1962-07-04,40,60,1
611,642,1963-10-25,40,59,0
612,643,1949-06-13,1,73,1
613,644,1961-04-23,35,61,1
614,645,1925-12-21,14,97,0
615,646,1922-09-29,34,100,1
616,647,1929-04-06,34,93,0
617,648,1935-09-28,70,87,1
618,649,1978-05-02,13,44,1
619,651,1976-01-27,54,46,1
620,652,1938-12-08,61,84,0
621,653,1930-11-21,1,92,1
622,654,1942-05-17,64,80,1
623,655,1942-12-10,32,80,0
624,656,1956-06-06,1,66,0
625,657,1926-07-10,8,96,1
626,658,1926-12-21,8,96,0
627,659,1965-12-07,24,57,0
628,660,1923-03-22,16,99,0
629,661,1919-01-15,16,103,1
630,662,1945-08-07,5,77,0
631,663,1923-01-20,24,99,0
632,664,1980-03-19,77,42,1
633,665,1932-04-05,62,90,1
634,666,1982-05-23,26,40,0
635,667,1981-07-20,26,41,1
636,668,1942-12-25,1,79,1
637,669,1956-12-19,12,65,1
638,670,1959-01-21,1,63,0
639,671,1971-02-27,10,51,1
640,672,1929-11-09,46,93,1
641,673,1939-10-29,36,83,0
642,674,1927-01-11,11,95,1
643,675,1975-11-12,50,47,0
644,676,1953-02-07,70,69,0
645,677,1963-05-24,5,59,0
646,678,1933-05-28,39,89,1
647,679,1940-03-19,8,82,0
648,680,1940-05-09,8,82,1
649,681,1977-01-15,15,45,0
650,682,1979-10-21,18,43,0
651,683,1945-08-29,76,77,1
652,684,1976-04-10,3,46,1
653,685,1930-12-13,72,92,1
654,686,1971-10-03,32,51,1
655,687,1975-01-28,32,47,0
656,688,1954-05-04,1,68,0
657,689,1964-08-02,70,58,0
658,690,1942-11-07,38,80,0
659,691,1944-01-13,38,78,1
660,692,1936-01-11,74,86,1
661,693,1935-03-17,74,87,0
662,694,1936-02-28,29,86,0
663,695,1955-06-27,28,67,0
664,696,1952-12-01,28,70,1
665,697,1974-05-01,1,48,0
666,698,1954-02-27,75,68,0
667,699,1922-04-22,26,100,1
668,700,1929-11-20,12,93,0
669,702,1968-11-07,31,54,1
670,703,1959-04-26,4,63,0
671,704,1975-05-01,54,47,0
672,705,1938-12-10,19,84,0
673,706,1948-08-05,1,74,0
674,707,1941-12-14,1,81,0
675,708,1977-11-27,50,45,1
676,709,1934-12-29,1,87,0
677,710,1925-11-28,23,97,0
678,711,1963-08-16,48,59,1
679,712,1962-12-04,54,60,0
680,713,1980-03-29,20,42,1
681,714,1970-10-08,31,52,0
682,715,1952-01-15,1,70,1
683,716,1954-12-04,1,68,1
684,717,1968-05-02,54,54,0
685,718,1960-02-28,54,62,1
686,719,1974-08-09,46,48,0
687,720,1954-09-06,29,68,0
688,721,1940-02-15,43,82,0
689,722,1970-11-25,62,52,1
690,723,1957-07-26,12,65,1
691,724,1953-02-02,65,69,1
692,725,1956-12-11,75,66,0
693,726,1935-02-13,16,87,0
694,727,1930-07-20,32,92,1
695,728,1932-01-20,32,90,0
696,729,1969-03-17,63,53,1
697,730,1973-08-14,63,49,0
698,731,1979-01-22,74,43,1
699,732,1978-07-05,74,44,0
700,733,1978-07-28,46,44,0
701,734,1985-01-14,46,37,1
702,735,1973-11-26,1,49,0
703,736,1977-04-26,1,45,1
704,737,1952-11-04,74,70,0
705,738,1920-03-26,25,102,0
706,739,1942-04-16,72,80,0
707,740,1923-11-07,55,99,0
708,741,1941-07-09,74,81,0
709,742,1951-10-15,1,71,1
710,743,1941-02-17,1,81,0
711,744,1940-07-18,26,82,0
712,745,1966-02-14,52,56,1
713,746,1962-04-16,52,60,0
714,747,1953-08-20,24,69,1
715,748,1936-10-15,25,86,0
716,749,1933-07-29,25,89,1
717,750,1956-09-29,70,66,1
718,751,1959-03-09,70,63,0
719,752,1944-12-20,72,77,0
720,753,1940-09-24,72,82,1
721,754,1947-06-04,63,75,1
722,755,1947-11-21,72,75,0
723,756,1920-05-13,31,102,0
724,757,1970-12-20,71,51,1
725,758,1961-07-26,68,61,1
726,759,1955-05-20,29,67,0
727,760,1936-08-25,57,86,1
728,762,1937-04-20,21,85,0
729,763,1927-08-24,75,95,1
730,764,1955-10-13,49,67,1
731,765,1969-12-31,65,52,0
732,766,1926-07-03,1,96,1
733,767,1923-06-16,1,99,0
734,768,1931-09-23,32,91,1
735,769,1977-12-15,40,44,0
736,772,1944-12-10,64,78,0
737,773,1935-10-30,4,87,0
738,774,1973-03-03,70,49,0
739,775,1940-11-30,51,82,1
740,776,1953-05-03,1,69,1
741,777,1961-05-20,1,61,0
742,778,1940-06-04,13,82,0
743,779,1944-06-12,69,78,1
744,780,1924-02-26,3,98,0
745,781,1945-09-20,72,77,0
746,782,1963-03-18,5,59,1
747,783,1971-03-25,27,51,1
748,784,1964-12-28,27,57,0
749,785,1934-09-09,63,88,0
750,786,1978-09-06,53,44,0
751,787,1947-12-08,3,75,0
752,788,1974-09-03,47,48,0
753,789,1931-09-21,4,91,0
754,790,1967-05-09,63,55,1
755,791,1950-09-29,68,72,1
756,793,1978-02-04,21,44,0
757,794,1979-07-16,21,43,1
758,796,1919-08-30,1,103,0
759,797,1948-01-27,8,74,0
760,798,1940-02-12,27,82,1
761,799,1936-02-19,27,86,0
762,803,1951-02-15,35,71,0
763,804,1956-01-23,35,66,1
764,806,1980-04-22,60,42,0
765,807,1969-10-21,53,53,1
766,808,1963-11-28,31,59,0
767,809,1919-10-15,49,103,0
768,810,1945-09-24,58,77,1
769,811,1940-05-28,58,82,0
770,812,1940-12-06,39,82,0
771,813,1964-01-29,70,58,0
772,814,1959-10-01,19,63,0
773,815,1964-10-27,22,58,1
774,816,1958-02-01,17,64,1
775,818,1966-04-27,54,56,0
776,819,1958-07-08,74,64,0
777,820,1960-11-06,74,62,1
778,821,1948-05-12,49,74,0
779,822,1959-05-08,37,63,1
780,823,1956-10-24,41,66,0
781,824,1952-09-05,27,70,0
782,825,1977-04-02,74,45,0
783,826,1978-01-23,1,44,0
784,827,1965-09-04,10,57,1
785,828,1958-12-10,10,64,0
786,829,1957-05-19,24,65,0
787,830,1948-08-27,69,74,0
788,831,1948-05-02,2,74,0
789,832,1923-12-23,67,99,1
790,833,1960-06-11,5,62,0
791,834,1922-12-17,54,100,0
792,835,1943-10-20,28,79,1
793,836,1948-06-14,28,74,0
794,837,1974-10-14,71,48,0
795,838,1968-02-04,71,54,1
796,839,1955-05-18,47,67,1
797,840,1937-04-26,20,85,0
798,841,1981-02-10,69,41,0
799,842,1933-07-03,12,89,1
800,843,1957-09-03,54,65,1
801,844,1945-01-14,22,77,0
802,845,1953-01-30,22,69,1
803,846,1949-12-01,35,73,0
804,847,1979-12-25,49,42,0
805,849,1939-06-06,26,83,1
806,850,1969-09-21,19,53,0
807,851,1919-06-16,25,103,0
808,852,1916-06-04,25,106,1
809,853,1949-06-02,70,73,0
810,854,1941-11-02,72,81,1
811,855,1930-01-28,58,92,0
812,856,1919-01-22,23,103,0
813,857,1948-02-21,32,74,0
814,858,1959-03-29,47,63,1
815,859,1968-07-29,1,54,1
816,860,1967-12-08,1,55,0
817,861,1956-09-13,1,66,1
818,862,1952-01-05,30,70,0
819,863,1968-11-29,54,54,1
